icao,iata,name,lat,lon,municipality,country
UBLL,,Güzdək Military Airport,40.34711,49.67132,Lökbatan,AZ
UBTT,ZXT,Zabrat Airport,40.49488,49.97707,Zabrat,AZ
UCFB,,Batken Airport,40.0429,70.83784,Batken,KG
UCFD,,Jalal-Abad Airport,40.9444,72.9778,Jalal-Abad,KG
UCFK,IKG,Karakol International Airport,42.5081,78.4078,Karakol,KG
UCFL,IKU,Issyk-Kul International Airport,42.58558,76.70118,Tamchy,KG
UCFM,BSZ,Manas International Airport,43.0613,74.4776,Bishkek,KG
UCFN,,Naryn Airport,41.4415,76.1306,Naryn,KG
UCFO,OSS,Osh International Airport,40.609,72.7933,Osh,KG
UCFR,,Razzakov Airport,39.82474,69.56882,Isfana,KG
UDCK,YUK,Syunik Airport,39.20227,46.4552,Kapan,AM
UDLS,,Stepanavan Airport,41.0485,44.3372,Stepanavan,AM
UDSG,LWN,Shirak International Airport,40.7504,43.8593,Gyumri,AM
UDYE,,Erebuni Airport,40.1221,44.465,Yerevan,AM
UDYZ,EVN,Zvartnots International Airport,40.14894,44.39789,Yerevan,AM
UEAT,,Chumpu-Kytyl Airport,65.37123,143.16705,Tyubelyahe,RU
UEBB,BQJ,Batagay Airport,67.648,134.69501,Batagay,RU
UEBG,,Lake Khaiyr Airport,70.8083,133.5059,Khayyr,RU
UEBK,,Kular Airport,70.59566,134.50929,Kular,RU
UEBN,,Nizhneyansk Airport,71.43782,136.1897,Nizhneyansk,RU
UEBS,SUK,Sakkyryr Airport,67.792,130.394,Batagay-Alyta,RU
UEBT,UKG,Ust-Kuyga Airport,70.011,135.645,Ust-Kuyga,RU
UEBW,,Verkhoyansk Airport,67.5431,133.3988,,RU
UECT,TLK,Talakan Airport,59.87639,111.04444,Talakan Oil Field,RU
UEDB,,Kulun-Elbyut Airport,66.79485,142.72742,,RU
UEDK,,Desku Airport,68.36339,144.51725,,RU
UEDN,,Horula Airfield,63.9622,118.6446,Sayylyk,RU
UEEA,ADH,Aldan Airport,58.6028,125.409,Aldan,RU
UEED,,Sebyan-Kyuyol Airport,65.29282,129.99186,,RU
UEEE,YKS,Platon Oyunsky Yakutsk International Airport,62.0933,129.771,Yakutsk,RU
UEEG,,Chagda Airport,58.7569,130.6071,,RU
UEEJ,,Kobyay Airport,63.56835,126.5122,,RU
UEEQ,,Sanyyakhtakh Airport,60.58802,124.04779,,RU
UEEX,,Bel'kachi Airport,59.16925,131.91988,,RU
UEGT,,Sobolokh Airport,66.25633,143.32398,Sobolokh,RU
UEKG,,Kuberganya Airport,67.76567,144.5091,,RU
UEKO,,Delgey Airport,59.90753,118.64938,,RU
UEKU,,Kutana Airport,59.02872,131.78873,,RU
UEKY,,Keng-Kyuyol Airport,68.07683,145.98513,Keng-Kyuyol,RU
UELD,,Yukovsk Airport,56.89406,124.87046,Chulman,RU
UELL,NER,Chulman Airport,56.9139,124.914,Neryungri,RU
UELT,,Torgo Airport,58.44634,119.50473,,RU
UEMA,MQJ,Moma Airport,66.45086,143.26155,Khonuu,RU
UEMC,,Khatyngnakh Airport,67.48985,152.57568,,RU
UEMD,,Chagda Airport,63.37147,125.54296,,RU
UEME,,Tyaya Airport,63.68924,125.98503,,RU
UEMH,KDY,Typliy Klyuch Airport,62.789,136.855,Khandyga,RU
UEMM,GYG,Magan Airport,62.10348,129.54529,Magan,RU
UEMN,,Syagannakh,68.37232,143.61968,,RU
UEMO,OLZ,Olyokminsk Airport,60.40183,120.47609,Olyokminsk,RU
UEMR,,Aryktakh Airport,63.56166,125.25535,Aryktakh,RU
UEMS,,Sangar Airport,63.9594,127.42,Sangar,RU
UEMT,USR,Ust-Nera Airport,64.55,143.115,Ust-Nera,RU
UEMU,UMS,Ust-Maya Airport,60.35744,134.43731,Ust-Maya,RU
UENH,,Yatek Airport,63.72004,124.18701,,RU
UENI,VHV,Verkhnevilyuisk Airport,63.45806,120.26917,Verkhnevilyuisk,RU
UENK,,Kyzyl-Syr Airport,63.8873,122.77578,Kyzyl-Syr,RU
UENL,,Ilbenge Airfield,62.82751,124.40391,Ilbenge,RU
UENN,NYR,Nyurba Airport,63.2967,118.34195,Nyurba,RU
UENO,,Chapayevo Airport,60.13321,117.13872,,RU
UENS,SUY,Suntar Airport,62.185,117.635,Suntar,RU
UENU,,Sayylyk Airport,63.85209,123.84639,,RU
UENW,VYI,Vilyuisk Airport,63.75667,121.69334,Vilyuisk,RU
UENY,,Kyrgyday Airfield,64.47723,122.71187,Satagay,RU
UEOA,,Macha Airport,59.90069,117.59774,,RU
UEOQ,,Tyanya Airport,59.05574,119.78033,,RU
UEOT,,Tokko Airport,59.97829,119.8511,,RU
UEOU,,Uritskoye Airport,60.55821,122.43061,,RU
UEQC,,Ezhantsy Airport,60.48089,135.14658,,RU
UEQK,,Kyuptsy Airport,60.85879,135.30891,,RU
UEQM,,Ust-Mil Airstrip,59.63125,133.08969,Ust-Mil,RU
UEQN,,Allakh-Yun Airport,61.1431,138.0313,Allakh-Yun,RU
UERA,,Aykhal Airport,65.9592,111.5465,,RU
UERL,ULK,Lensk Airport,60.72359,114.82532,Lensk,RU
UERO,ONK,Olenyok Airport,68.515,112.48,Olenyok,RU
UERP,PYJ,Polyarny Airport,66.4004,112.03,Yakutia,RU
UERR,MJZ,Mirny Airport,62.5347,114.039,Mirny,RU
UERS,SYS,Saskylakh Airport,71.9279,114.08,Saskylakh,RU
UERT,,Vitim Airport,59.458,112.563,Vitim,RU
UESC,,Berezovka Airport,67.12018,156.58977,,RU
UESG,BGN,Belaya Gora Airport,68.55623,146.22784,Belaya Gora,RU
UESH,,Argakhtakh Airport,68.44333,153.36222,Argakhtakh,RU
UESK,SEK,Srednekolymsk Airport,67.4805,153.7364,Srednekolymsk,RU
UESL,,Sylgy-Ytar Airport,67.84815,154.83886,,RU
UESO,CKH,Chokurdakh Airport,70.6231,147.90199,Chokurdah,RU
UESR,,Tumat Airport,70.72611,139.23583,,RU
UESS,CYX,Cherskiy Airport,68.7406,161.338,Cherskiy,RU
UEST,IKS,Tiksi Airport,71.6977,128.903,Tiksi,RU
UESU,ZKP,Zyryanka Airport,65.7485,150.8889,Zyryanka,RU
UESV,,Svatay Airport,68.05734,151.79625,Svatay,RU
UESX,,Aleko-Kyuyol Airport,68.67669,151.8738,,RU
UESY,,Abyy Airport,68.401,145.09442,Abyy,RU
UESZ,,Kazachye Airport,70.74629,136.17927,,RU
UEVV,ZIX,Zhigansk Airport,66.7965,123.361,Zhigansk,RU
UEWD,,Dzhargalakh Airport,67.2672,130.5319,Dzhargalakh,RU
UEWO,,Kudu-Kyuyol Airport,59.46086,121.3349,,RU
UEYB,,Betyung Airfield,63.70101,122.39608,Betyung,RU
UEYR,,Sasyr Airport,65.16227,147.0738,Sasyr,RU
UGAM,,Ambrolauri Airport,42.52687,43.13538,Ambrolauri,GE
UGGT,,Telavi Kurdgelauri Airport,41.9534,45.508,Telavi,GE
UGKO,KUT,David the Builder Kutaisi International Airport,42.17745,42.48535,Kopitnari,GE
UGMS,,Mestia Queen Tamar Airport,43.0536,42.74901,Mestia,GE
UGSA,,Natakhtari Airfield,41.9212,44.71419,Natakhtari,GE
UGSB,BUS,Alexander Kartveli Batumi International Airport,41.60939,41.60032,Batumi,GE
UGSS,SUI,Vladislav Ardzinba Sukhum International Airport,42.8582,41.1281,Sukhumi,GE
UGTB,TBS,Tbilisi International Airport,41.6692,44.9547,Tbilisi,GE
UHAC,,Chuvanskoye Airport,65.17216,167.95248,Chuvanskoye,RU
UHAW,,Vayegi Airport,64.16744,171.05789,Vayegi,RU
UHBA,,Arkhara Airport,49.4165,130.0673,Arkhara,RU
UHBB,BQS,Ignatyevo Airport,50.4254,127.412,Blagoveschensk,RU
UHBE,EYA,Zeya Airport,53.68702,127.09097,Zeya,RU
UHBN,,Novokievsky Uval Airport,51.6603,128.9329,Novokievsky Uval,RU
UHBO,,Oktyabrskiy Airport,53.0044,128.66269,,RU
UHBP,,Ekimchan Airport,53.0761,132.951,Ekimchan,RU
UHBS,,Svobodny Airport,51.455,128.09833,Svobodny,RU
UHBW,TYD,Tynda Airport,55.28494,124.77901,Tynda,RU
UHBX,,Gornyy Airport,54.65345,128.4559,Gornyy,RU
UHDW,,Vankarem Airport,67.83872,-175.84943,Vankarem,RU
UHEI,,Ilirney Airport,67.25528,167.94917,,RU
UHEK,,Kupol Airport,66.90167,169.56,,RU
UHGB,,Yamsk Airfield,59.58156,154.15393,Yamsk,RU
UHGL,,Glukharinoye Airfield,64.99987,153.09633,Glukharinoye,RU
UHHG,,Bomnak Airfield,54.71275,128.8577,Bomnak,RU
UHHH,KHV,Khabarovsk Novy Airport,48.52834,135.18859,Khabarovsk,RU
UHHO,,Troitskoye Airport,49.44483,136.57103,Troitskoye,RU
UHHT,,Khabarovsk MVL Airport,48.52548,135.15248,Khabarovsk,RU
UHHY,,Chumikan Airport,54.696,135.286,Chumikan,RU
UHKD,,Dzemgi Airport,50.60563,137.08127,Komsomolsk-na-Amur,RU
UHKG,,Kamenny Ruchey Naval Air Base,49.2357,140.1931,Sovetskaya Gavan,RU
UHKK,KXK,Komsomolsk-on-Amur Airport,50.409,136.93401,Komsomolsk-on-Amur,RU
UHKM,GVN,Sovetskaya Gavan (Maygatka) Airport,48.92507,140.03535,Sovetskaya Gavan,RU
UHKN,,Nizhnetambovskoye Airfield,50.93528,138.1875,Nizhnetambovskoye,RU
UHKP,,Sovetskaya Gavan (Postovaya) Airport,49.0311,140.22678,Zavety Il'icha,RU
UHMA,DYR,Ugolny Yuri Ryktheu Airport,64.7349,177.741,Anadyr,RU
UHMD,PVS,Provideniya Bay Airport,64.3781,-173.243,Chukotka,RU
UHME,,Zaliv Kresta Airport,66.3584,-179.10839,Egvekinot,RU
UHMF,,Omsukchan Airport,62.457,155.74499,Omsukchan,RU
UHMG,,Chaybukha Airport,61.835,160.548,Chaybukha,RU
UHMH,,Susuman Airport,62.76499,148.14701,Susman,RU
UHMI,,Mys Shmidta Airport,68.86808,-179.37418,Mys Shmidta,RU
UHMK,KPW,Keperveem Airport,67.845,166.14,Keperveem,RU
UHML,,Lavrentiya Airport,65.58043,-170.99918,Lavrentiya,RU
UHMM,GDX,Sokol Airport,59.911,150.72,Magadan,RU
UHMN,,Omolon Airport,65.24,160.53999,Omolon,RU
UHMO,KVM,Markovo Airport,64.66545,170.41763,Markovo,RU
UHMP,PWE,Pevek Airport,69.7833,170.597,Apapelgino,RU
UHMR,,Beringovskiy Airport,63.02,179.293,Beringovsky,RU
UHMS,,Seymchan Airport,62.92078,152.42278,Seymchan,RU
UHMT,,Magadan-13 Airport,59.6233,150.922,Magadan,RU
UHMW,SWV,Severo-Evensk Airport,61.92179,159.22906,Evensk,RU
UHMZ,,Wrangel Island Airport,70.94536,-179.5,Wrangel Island,RU
UHNA,,Munuk Airport,56.4321,138.0449,Ayan,RU
UHNB,BQG,Bogorodskoye Airport,52.38104,140.44938,Bogorodskoye,RU
UHNK,,Mar-Kyuel Airport,57.45167,132.5275,Mar-Kyuel,RU
UHNN,NLI,Nikolayevsk-na-Amure Airport,53.155,140.64999,Nikolayevsk-na-Amure Airport,RU
UHNT,,Tugur Airport,53.77586,136.83302,Tugur,RU
UHOA,,Arka Airport,60.1012,142.3015,Arka,RU
UHOO,OHO,Okhotsk Airport,59.41007,143.0565,Okhotsk,RU
UHPA,,Ust-Pakhachi Airport,60.55659,169.10771,Ust-Pakhachi,RU
UHPD,,Ossora Airport,59.2236,163.0664,Ossora,RU
UHPG,,Tigil Airport,57.784,158.73,Tigil,RU
UHPH,,Khalaktyrka Airport,53.02625,158.72197,Petropavlovsk-Kamchatskiy,RU
UHPK,,Ust'-Kamchatsk Airport,56.23885,162.68999,Ust'-Kamchatsk (Krutoberegovo),RU
UHPL,,Palana Airport,59.08206,159.89158,Palana,RU
UHPM,,Milkovo Airport,54.68058,158.54851,Milkovo,RU
UHPN,,Manily Airport,62.48596,165.33892,Manily,RU
UHPP,PKC,Yelizovo Airport,53.16872,158.45107,Petropavlovsk-Kamchatsky,RU
UHPT,,Tilichiki Airport,60.38424,166.02503,Korf,RU
UHPU,,Ust-Khayryuzovo Airport,57.09971,156.73722,Ust-Khayryuzovo,RU
UHPX,,Nikolskoye Airport,55.17833,166.04834,Nikolskoye,RU
UHQE,,Slautnoye Airfield,63.17642,167.97828,Slautnoye,RU
UHQO,,Sobolevo Airport,54.30701,155.97367,Sobolevo,RU
UHSB,BVV,Burevestnik Airport,44.92,147.62199,Kurilsk,RU
UHSH,OHH,Okha Airport,53.51645,142.88143,Okha,RU
UHSI,ITU,Iturup Airport,45.25639,147.95549,Kurilsk,RU
UHSK,EKS,Shakhtyorsk Airport,49.1903,142.08299,Shakhtyorsk,RU
UHSM,DEE,Yuzhno-Kurilsk Mendeleyevo Airport,43.96107,145.68498,Yuzhno-Kurilsk,RU
UHSN,NGK,Nogliki Airport,51.78395,143.14178,Nogliki,RU
UHSO,ZZO,Zonalnoye Airport,50.66993,142.76008,Tymovskoye,RU
UHSS,UUS,Yuzhno-Sakhalinsk International Airport,46.88546,142.71747,Yuzhno-Sakhalinsk,RU
UHTG,AEM,Amgu Airport,45.84126,137.67357,Amgu,RU
UHTO,,Vostok Airfield,46.40222,135.78861,,RU
UHTQ,ETL,Svetlaya Airport,46.5417,138.3217,Svetlaya,RU
UHTS,,Samarga Airport,47.25084,138.78946,,RU
UHWE,EDN,Yedinka Airport,47.1782,138.65736,Yedinka,RU
UHWK,KVR,Kavalerovo Airport,44.2726,135.029,Kavalerovo,RU
UHWP,TLY,Plastun Airport,44.815,136.29201,Plastun,RU
UHWT,NEI,Terney Airport,45.0825,136.5912,Terney,RU
UHWW,VVO,Vladivostok International Airport,43.39626,132.14816,Artyom,RU
UIAA,HTA,Chita-Kadala International Airport,52.02484,113.30584,Chita,RU
UIAC,,Tungukochen Airport,53.53832,115.61514,,RU
UIAD,,Krasniy Chikoy Airfield,50.37207,108.76771,Krasniy Chikoy,RU
UIAE,,Krasnokamensk Airport,50.03311,118.06114,Krasnokamensk,RU
UIAG,,Ust'-Karenga Airport,54.44167,116.51389,,RU
UIAR,CZR,Chara Airport,56.91442,118.27007,Chara,RU
UIAU,,Yumurchen Airport,53.6195,114.034,,RU
UIAY,,Usugli Airport,52.65939,115.24263,,RU
UIBB,BTK,Bratsk Airport,56.3696,101.70182,Bratsk,RU
UIBS,UIK,Ust-Ilimsk Airport,58.13541,102.55607,Ust-Ilimsk,RU
UIBV,,Zheleznogorsk Airport,56.4877,104.106,Zheleznogorsk-Ilimsky,RU
UIIB,,Belaya Air Base,52.91487,103.5755,Usolye-Sibirskoye,RU
UIIH,,Khuzhir Airport,53.21787,107.41047,"Khuzhir, Olkhon Island",RU
UIII,IKT,Irkutsk International Airport,52.26671,104.39556,Irkutsk,RU
UIIV,,Zhigalovo Airport,54.79877,105.2162,Zhigalovo,RU
UIKB,ODO,Bodaybo Airport,57.8661,114.243,Bodaybo,RU
UIKE,ERG,Yerbogachen Airport,61.275,108.03,Erbogachen,RU
UIKK,KCK,Kirensk Airport,57.773,108.064,Kirensk,RU
UIKM,,Mama Airport,58.3136,112.88948,Mama,RU
UIKP,RZH,Preobrazheniye Airport,42.9217,133.90444,Preobrazheniye,RU
UINN,,Nizhneudinsk Airport,54.89001,99.06598,Nizhneudinsk,RU
UITK,,Kazachinskaya Airport,56.28015,107.56757,Kazachinskaya,RU
UITT,UKX,Ust-Kut Airport,56.8567,105.73,Ust-Kut,RU
UIUN,NZG,Nizhneangarsk International Airport,55.8008,109.595,Nizhneangarsk,RU
UIUU,UUD,Baikal International Airport,51.80861,107.43965,Ulan Ude,RU
UKBB,KBP,Boryspil International Airport,50.345,30.8947,Boryspil,UA
UKBH,,Korshun Shevchenkovskiy Airfield,49.4249,31.23024,,UA
UKCK,KRQ,Kramatorsk Airport,48.7068,37.63092,Kramatorsk,UA
UKCM,MPW,Mariupol International Airport,47.0761,37.4496,Mariupol,UA
UKDB,ERD,Berdyansk Airport,46.815,36.7581,Berdyansk,UA
UKDD,DNK,Dnipro International Airport,48.3572,35.1006,Dnipro,UA
UKDE,OZH,Zaporizhzhia International Airport,47.86696,35.31472,Zaporizhia,UA
UKDR,KWG,Kryvyi Rih International Airport,48.0433,33.21,Kryvyi Rih,UA
UKFB,UKS,Sevastopol International Airport / Belbek Air Base,44.69182,33.57462,Sevastopol,UA
UKFF,SIP,Simferopol International Airport,45.0522,33.9751,Simferopol,UA
UKFG,,Gvardeyskoye (Hvardiiske) Air Base,45.11619,33.97662,Hvardiiske,UA
UKFI,,Saky Air Base,45.09061,33.59854,Novofedorivka,UA
UKFK,KHC,Kerch Airport,45.3725,36.4014,Kerch,UA
UKFP,,Yukharina Balka Airfield,44.549,33.48861,Sevastopol,UA
UKFW,,Zavodskoe Airfield,44.91628,34.06159,Simferopol,UA
UKFY,,Dzhankoy Air Base,45.7009,34.4189,Dzhankoy,UA
UKGW,,Voroniv Airfield,50.69596,26.69996,Voroniv,UA
UKHD,,Kharkiv North Airport,50.02468,36.26678,Kharkiv,UA
UKHH,HRK,Kharkiv International Airport,49.92694,36.29081,Kharkiv,UA
UKHP,PLV,Suprunovka Airport,49.5686,34.3972,Poltava,UA
UKHS,UMY,Sumy Airport,50.8583,34.7625,Sumy,UA
UKIN,,Haisyn Airfield,48.82588,29.33431,Haisyn,UA
UKKA,,Kacha Air Base,44.77976,33.57225,Kacha,UA
UKKE,CKC,Cherkasy International Airport,49.4156,31.9953,Cherkasy,UA
UKKG,KGO,Kirovograd Airport,48.5428,32.285,Kirovograd,UA
UKKM,,Hostomel Airport,50.6035,30.1919,Kiev,UA
UKKO,,Ozerne Air Base,50.1583,28.7383,Zhytomyr,UA
UKKV,ZTR,Zhytomyr Airport,50.27056,28.73861,Zhytomyr,UA
UKLC,UCK,Lutsk Airport,50.6784,25.48717,Lutsk,UA
UKLH,HMJ,Khmelnytskyi Airport,49.3597,26.9334,Khmelnytskyi,UA
UKLI,IFO,Ivano-Frankivsk International Airport,48.8842,24.6861,Ivano-Frankivsk,UA
UKLL,LWO,Lviv International Airport,49.8125,23.9561,Lviv,UA
UKLN,CWC,Chernivtsi International Airport,48.2593,25.9808,Chernivtsi,UA
UKLR,RWN,Rivne International Airport,50.6071,26.1416,Rivne,UA
UKLT,TNL,Ternopil International Airport,49.5242,25.7001,Ternopil,UA
UKLU,UDJ,Uzhhorod International Airport,48.6343,22.2634,Uzhhorod,UA
UKMN,,Kosino Spa Resort Airfield,48.25318,22.4985,Koson',UA
UKNG,,Gogoliv Airfield,50.51531,31.04658,Gogoliv (Kiev),UA
UKOH,KHE,Kherson International Airport,46.6758,32.5064,Kherson,UA
UKOO,ODS,Odesa International Airport,46.4272,30.67265,Odesa,UA
UKOR,,Kulbakyne Air Base,46.93643,32.09862,Mykolaiv,UA
UKVN,,Nalyvaikivka Airfield,50.47917,29.73583,Nalyvaikivka,UA
UKWW,VIN,Vinnytsia/Gavyryshivka International Airport,49.24253,28.61378,Vinnitsa,UA
ULAA,ARH,Talagi Airport,64.6003,40.7167,Archangelsk,RU
ULAH,VKV,Vaskovo Airport,64.4417,40.4217,Arkhangelsk,RU
ULAL,LDG,Leshukonskoye Airport,64.896,45.723,Leshukonskoye,RU
ULAM,NNM,Naryan Mar Airport,67.64,53.1219,Naryan Mar,RU
